customer_id,first_name,last_name,email,phone,date_of_birth,gender,registration_date,acquisition_channel,marketing_consent,account_status,preferred_language,created_at,updated_at,last_activity_date
1881,Susan,Griffith,rodney26@example.org,936.529.2459x8977,1943-07-08,female,2023-07-14 11:49:21,paid_ads,True,active,English,2023-07-14 11:49:21,2024-04-22 16:38:18,2024-10-23 15:39:29
1882,Christopher,Ramirez,brookemartin@example.org,833.481.3852x23590,1974-03-17,male,2024-11-14 10:59:39,email,True,active,English,2024-11-14 10:59:39,2025-05-21 22:44:27,2025-08-06 04:16:42
1883,Shannon,Carter,richgrace@example.com,212-545-2292x4567,2007-01-11,female,2025-03-16 07:54:42,referral,True,active,English,2025-03-16 07:54:42,2025-07-06 00:55:13,2025-07-31 11:11:32
1884,Maria,Johnson,sstout@example.net,001-933-774-1535x833,1956-03-29,female,2025-09-13 04:58:43,organic,True,active,English,2025-09-13 04:58:43,2025-09-15 03:23:57,2025-09-13 17:34:47
1885,Pamela,Riley,matthew75@example.net,(908)225-7232x300,1941-05-13,female,2023-10-07 08:13:56,paid_ads,True,active,English,2023-10-07 08:13:56,2024-12-14 23:09:48,2024-08-29 15:09:08
1886,Justin,Morrison,wesley46@example.net,747.252.9148x356,2001-12-06,male,2023-01-12 17:31:20,organic,True,active,English,2023-01-12 17:31:20,2025-05-25 10:39:30,2024-08-26 13:50:30
1887,Matthew,Taylor,francismason@example.org,+1-854-911-0556x2412,1959-08-11,male,2023-04-25 18:51:09,organic,True,active,English,2023-04-25 18:51:09,2025-02-07 14:25:46,2025-06-22 00:06:27
1888,Timothy,Wilcox,stevensonashley@example.com,703.636.4245x3206,1969-01-11,male,2025-06-27 13:44:00,organic,False,active,English,2025-06-27 13:44:00,2025-09-18 03:10:58,2025-09-06 02:31:43
1889,Charles,Russell,phillipsjeffrey@example.org,001-737-815-2431x091,1966-10-12,male,2023-09-10 07:57:20,social,True,inactive,English,2023-09-10 07:57:20,2024-10-28 17:03:03,2024-03-20 12:54:52
1890,Lisa,Barry,john12@example.org,(926)849-7478x706,1964-09-09,female,2022-11-11 18:50:11,organic,True,inactive,English,2022-11-11 18:50:11,2024-02-06 00:24:30,2024-01-23 13:28:44
1891,Jennifer,Mayer,benjaminmcgrath@example.net,6786101012,1999-03-05,female,2024-11-20 09:08:22,referral,False,active,English,2024-11-20 09:08:22,2025-06-11 18:28:59,2025-09-15 22:50:52
1892,James,Bowman,danielrodgers@example.com,390-604-4910x0723,1955-01-04,male,2024-04-25 16:27:14,referral,False,inactive,English,2024-04-25 16:27:14,2025-07-12 10:18:51,2024-09-07 01:11:19
1893,Laura,Clark,qroberts@example.org,(710)770-4310,1994-01-12,female,2023-12-09 21:50:32,paid_ads,True,active,English,2023-12-09 21:50:32,2025-08-11 07:04:34,2023-12-17 03:49:08
1894,Holly,Boyd,cdunn@example.com,(806)275-1414x83515,1966-03-26,female,2023-02-09 21:18:20,organic,False,active,English,2023-02-09 21:18:20,2025-07-09 09:25:41,2024-08-08 10:15:48
1895,Michelle,Velazquez,jwilliams@example.org,638-561-1511x16271,1943-02-17,female,2023-11-12 21:19:56,organic,True,active,English,2023-11-12 21:19:56,2025-06-18 12:31:55,2024-08-26 02:37:20
1896,Deborah,Johnson,hollandrobert@example.com,9475255310,1980-08-27,female,2023-07-22 10:41:45,paid_ads,False,active,English,2023-07-22 10:41:45,2025-09-05 00:33:43,2023-11-14 23:50:53
1897,Adam,Thomas,gardnervanessa@example.com,001-524-508-8609x692,1979-03-14,male,2023-05-10 03:36:25,referral,False,active,English,2023-05-10 03:36:25,2025-02-01 04:39:42,2023-07-09 16:44:36
1898,Adrian,Arias,kimberlywhitaker@example.net,940-309-9812,1975-02-08,male,2025-08-05 01:57:58,referral,False,active,English,2025-08-05 01:57:58,2025-08-18 06:12:37,2025-08-23 00:25:19
1899,Jillian,Roach,rogersbrittany@example.com,+1-425-943-4502x664,2002-07-20,female,2024-12-12 22:38:41,social,False,active,English,2024-12-12 22:38:41,2025-03-17 06:09:38,2025-07-07 18:20:10
1900,Mario,Dickerson,jshannon@example.org,605-512-9272,1993-12-30,male,2024-07-30 08:05:25,organic,False,active,English,2024-07-30 08:05:25,2024-08-14 06:33:54,2025-06-26 06:33:13
1901,Jonathan,Black,ggibson@example.org,5707824089,1941-07-11,male,2024-09-26 04:58:52,organic,True,active,English,2024-09-26 04:58:52,2024-10-28 12:52:32,2025-07-01 05:15:53
1902,Cheryl,Gill,shawn20@example.net,(936)461-6201,2002-09-27,female,2023-09-01 02:31:34,paid_ads,True,active,English,2023-09-01 02:31:34,2024-12-02 02:02:04,2025-05-23 10:47:37
1903,Meghan,James,rbrown@example.net,(996)811-0840x39092,1965-05-07,female,2023-03-26 21:24:07,organic,True,active,English,2023-03-26 21:24:07,2025-04-15 20:07:41,2024-02-25 23:38:28
1904,Alicia,Rice,pamelaclark@example.net,+1-250-266-6760x550,1999-10-22,female,2024-06-26 22:21:03,paid_ads,True,active,English,2024-06-26 22:21:03,2025-03-17 19:55:03,2024-08-03 17:34:51
1905,Amy,Robinson,lgarrett@example.com,3986055644,1966-09-21,female,2025-04-28 01:42:41,organic,True,active,English,2025-04-28 01:42:41,2025-09-25 12:42:38,2025-05-11 04:25:17
1906,Debbie,Butler,awilliams@example.net,(399)390-7619,1980-11-23,female,2023-04-10 21:53:54,organic,True,active,English,2023-04-10 21:53:54,2024-08-05 06:00:04,2025-07-22 11:47:59
1907,Katherine,Baker,youngmary@example.org,274.691.1767x550,1978-03-23,female,2024-06-28 14:10:47,paid_ads,True,active,English,2024-06-28 14:10:47,2024-11-21 19:52:57,2025-07-17 01:32:21
1908,Seth,Rojas,cooksean@example.net,+1-522-895-0838x6039,1976-05-11,male,2025-06-18 18:04:27,organic,False,active,English,2025-06-18 18:04:27,2025-09-23 00:12:49,2025-08-14 06:52:23
1909,Jessica,Ward,xkennedy@example.org,001-351-453-4743x927,1980-08-03,female,2024-07-23 21:30:47,organic,True,active,English,2024-07-23 21:30:47,2024-09-05 22:52:16,2025-07-14 18:51:54
1910,Pamela,Espinoza,travisdavis@example.org,303-820-8234,1951-08-01,female,2022-12-04 11:14:43,email,False,active,English,2022-12-04 11:14:43,2022-12-19 10:14:38,2025-06-19 07:25:51
1911,Alexander,Marshall,ipadilla@example.com,666-619-0764,1998-09-24,male,2025-05-07 13:10:41,paid_ads,True,active,English,2025-05-07 13:10:41,2025-08-31 21:45:43,2025-05-16 20:45:47
1912,Richard,Roberts,brobbins@example.net,(722)677-2610,1941-04-20,male,2023-09-07 22:41:17,organic,True,active,English,2023-09-07 22:41:17,2025-05-06 04:40:58,2025-01-23 09:39:47
1913,Christopher,James,alexandraturner@example.com,(659)521-8956x886,1990-11-04,male,2022-11-23 08:14:08,organic,False,active,English,2022-11-23 08:14:08,2023-09-17 13:35:35,2025-05-20 02:16:27
1914,Heather,Mcdowell,patelgregory@example.net,287-261-4443x3736,1988-06-23,female,2023-11-26 05:43:40,organic,True,active,English,2023-11-26 05:43:40,2024-12-27 23:47:05,2024-08-08 00:06:20
1915,Daniel,Rojas,scott31@example.net,001-734-429-0024x927,1974-06-20,male,2024-03-06 05:55:35,organic,True,inactive,English,2024-03-06 05:55:35,2024-08-10 15:49:47,2024-10-21 16:38:02
1916,Angela,Jones,danielolsen@example.com,(908)496-0106x6589,1972-06-04,female,2025-07-14 20:18:12,referral,True,active,English,2025-07-14 20:18:12,2025-09-21 08:39:32,2025-08-13 23:39:57
1917,Sarah,Ward,karlarobinson@example.com,504-645-0398x638,1942-02-20,female,2024-04-21 22:58:55,email,False,active,English,2024-04-21 22:58:55,2025-02-08 18:58:17,2025-02-18 22:05:39
1918,Joseph,Duarte,catherine60@example.org,+1-265-932-8315x307,2000-08-22,male,2022-10-31 03:14:59,organic,True,inactive,English,2022-10-31 03:14:59,2025-05-21 15:18:37,2023-04-11 07:44:11
1919,Rebecca,Thornton,bblack@example.org,(608)733-4512x982,1954-08-29,female,2022-11-30 20:50:40,social,True,active,English,2022-11-30 20:50:40,2024-01-29 12:58:30,2023-04-14 23:01:08
1920,Curtis,Crawford,torrestravis@example.net,225-207-4382x0395,1943-07-17,male,2023-08-16 04:30:21,paid_ads,True,active,English,2023-08-16 04:30:21,2024-07-25 11:54:34,2024-09-14 01:03:44
1921,Jeremy,Cook,johnsonmanuel@example.net,976-603-6733x61424,1985-06-16,male,2024-08-20 16:31:16,organic,False,active,English,2024-08-20 16:31:16,2024-10-25 08:22:04,2025-05-24 10:13:02
1922,Sandra,Navarro,christinakim@example.net,748-324-3648,1983-10-24,female,2023-02-17 15:17:18,paid_ads,True,active,English,2023-02-17 15:17:18,2025-01-06 18:26:59,2025-05-17 01:42:20
1923,Joanna,Ward,dwells@example.com,846-601-7419,1960-03-04,female,2025-09-10 04:12:01,referral,True,active,English,2025-09-10 04:12:01,2025-09-10 19:08:34,2025-09-11 15:16:00
1924,Christopher,Gutierrez,rebeccarhodes@example.net,+1-262-478-3877x7654,1948-01-25,male,2025-03-27 14:55:12,email,True,active,English,2025-03-27 14:55:12,2025-05-10 04:45:11,2025-05-24 10:07:21
1925,Douglas,Wilson,shannonhopkins@example.org,001-828-426-5652x936,1974-07-02,male,2023-04-02 12:42:01,organic,False,active,English,2023-04-02 12:42:01,2025-03-08 05:18:39,2024-10-28 01:08:22
1926,Glenn,Bryan,youngkevin@example.net,293.697.5955x36422,1964-10-23,male,2023-10-22 02:55:33,social,True,active,English,2023-10-22 02:55:33,2024-09-26 08:28:31,2023-11-17 05:46:04
1927,Stephen,Simpson,thoward@example.net,990.218.7692,1950-05-10,male,2023-10-30 05:24:20,social,True,active,English,2023-10-30 05:24:20,2024-05-28 22:17:03,2025-08-26 08:42:11
1928,Kimberly,Conway,michellestone@example.org,(783)644-3029x973,1999-04-04,female,2024-11-28 10:14:56,email,True,active,English,2024-11-28 10:14:56,2025-03-13 09:47:02,2025-02-05 01:34:45
1929,Antonio,Gilbert,lori80@example.com,001-568-686-9890x876,1975-11-08,male,2023-12-05 08:36:34,organic,True,active,English,2023-12-05 08:36:34,2025-04-28 19:08:40,2024-04-18 14:02:55
1930,Eric,Trujillo,rodriguezsean@example.com,378.915.6162,1969-07-09,male,2023-06-10 02:43:52,paid_ads,False,active,English,2023-06-10 02:43:52,2024-05-03 20:46:56,2025-01-17 10:47:33
1931,Ryan,Young,sgonzalez@example.org,001-831-891-6661x624,1991-12-29,male,2024-09-30 19:38:53,referral,True,active,English,2024-09-30 19:38:53,2025-04-05 01:05:08,2025-09-07 12:49:54
1932,Christopher,Doyle,henrymarshall@example.net,+1-922-347-6867x0716,1951-12-25,male,2024-05-28 21:04:49,organic,True,active,English,2024-05-28 21:04:49,2024-12-22 18:48:47,2025-07-05 20:27:09
1933,Ian,Lynch,stephen52@example.org,729-680-0934x13734,1988-09-15,male,2025-02-28 14:34:26,paid_ads,True,active,English,2025-02-28 14:34:26,2025-04-19 12:59:39,2025-06-19 15:50:15
1934,Victor,Reed,april22@example.org,+1-919-251-7190,1982-07-05,male,2023-02-21 21:08:20,email,True,active,English,2023-02-21 21:08:20,2024-12-28 07:05:28,2025-01-30 13:54:05
1935,Jessica,Contreras,margaretwilson@example.org,(545)738-3364x2550,2004-07-02,female,2025-07-06 13:49:35,paid_ads,True,inactive,English,2025-07-06 13:49:35,2025-07-30 08:18:54,2025-07-30 04:13:44
1936,Robin,Davis,martinstacy@example.net,(275)591-4999x5977,1997-09-27,female,2023-06-24 12:34:35,organic,False,active,English,2023-06-24 12:34:35,2023-11-19 13:20:44,2025-07-09 07:35:06
1937,Jessica,Barrett,mikegonzalez@example.org,943-554-5636,1980-01-01,female,2024-04-07 18:03:40,paid_ads,True,active,English,2024-04-07 18:03:40,2025-03-13 03:20:28,2025-05-01 13:02:01
1938,Jason,Christian,tonya44@example.net,610.463.2673x92060,1996-06-17,male,2023-09-26 09:53:46,paid_ads,True,active,English,2023-09-26 09:53:46,2025-07-31 06:10:14,2024-12-20 08:24:05
1939,Luis,Shields,davismaria@example.com,543.950.6978x209,1972-04-24,male,2023-05-12 00:11:33,paid_ads,False,active,English,2023-05-12 00:11:33,2023-12-06 18:37:11,2023-11-12 08:24:36
1940,Timothy,Lewis,jennifergilbert@example.org,001-690-915-0595,1950-02-06,male,2023-04-28 22:22:56,social,True,active,English,2023-04-28 22:22:56,2025-02-18 09:47:19,2023-08-29 01:45:18
1941,Victoria,Brown,phunt@example.org,500-854-6801x3143,2003-06-18,female,2025-02-10 00:16:41,organic,False,inactive,English,2025-02-10 00:16:41,2025-02-10 09:20:21,2025-06-28 22:31:44
1942,Christina,Garcia,wilsonvalerie@example.com,001-359-892-9179,2000-07-10,female,2023-11-06 21:59:06,email,True,inactive,English,2023-11-06 21:59:06,2025-08-22 06:24:11,2025-09-24 10:54:43
1943,Anthony,Lin,nicolasjones@example.net,(359)820-5948x36090,1983-08-30,male,2025-07-14 00:22:20,organic,True,active,English,2025-07-14 00:22:20,2025-09-02 11:41:42,2025-07-15 08:02:39
1944,Gina,Hendrix,veronicabutler@example.net,(243)894-5349x7320,1992-02-11,female,2023-01-31 12:20:14,paid_ads,True,active,English,2023-01-31 12:20:14,2023-03-24 08:32:16,2023-07-31 13:12:56
1945,George,Brock,howardharold@example.com,(624)788-8804x97046,1952-05-24,male,2023-07-28 02:22:45,organic,True,active,English,2023-07-28 02:22:45,2024-12-10 09:38:17,2025-01-31 13:21:22
1946,Jennifer,Oconnor,jenniferjohnson@example.com,001-374-811-9353x910,1958-02-08,female,2025-08-22 04:08:23,organic,True,active,English,2025-08-22 04:08:23,2025-09-10 14:36:46,2025-09-15 07:54:06
1947,Alyssa,Dillon,eric85@example.net,468.704.3942x90088,2006-06-21,female,2025-08-28 11:46:11,email,False,active,English,2025-08-28 11:46:11,2025-09-23 16:43:00,2025-09-13 05:47:24
1948,Rachel,Franklin,leeandrew@example.com,531.220.5886x9485,1997-07-07,female,2024-12-02 06:40:55,organic,False,active,English,2024-12-02 06:40:55,2025-05-28 17:25:09,2025-03-10 03:34:32
1949,Travis,Jones,jonathanjohnson@example.net,(914)205-0181x361,1953-07-22,male,2024-09-07 13:53:12,organic,True,active,English,2024-09-07 13:53:12,2024-09-08 11:50:18,2024-09-22 00:39:12
1950,Sally,Torres,cummingskelli@example.net,(434)781-0945,1990-04-18,female,2024-12-03 11:53:59,email,True,active,English,2024-12-03 11:53:59,2025-04-09 10:09:41,2025-03-10 04:48:33
1951,James,Morris,ryan44@example.org,(498)370-1093,1977-09-29,male,2025-03-02 18:53:43,paid_ads,True,active,English,2025-03-02 18:53:43,2025-07-10 05:43:37,2025-04-28 08:26:31
1952,Ashley,Drake,rodrigueznicole@example.com,832.640.9652x61216,2007-08-17,female,2023-10-28 05:16:59,organic,True,active,English,2023-10-28 05:16:59,2024-12-02 05:09:22,2024-01-04 14:30:18
1953,Ryan,Brown,brownjenna@example.org,001-401-567-9655x673,1964-12-22,male,2025-09-21 12:38:36,organic,True,active,English,2025-09-21 12:38:36,2025-09-24 20:30:10,2025-09-25 10:53:21
1954,Jasmine,Parker,john46@example.org,(280)774-9053,2000-11-06,female,2023-07-21 10:30:00,social,False,active,English,2023-07-21 10:30:00,2025-02-10 21:13:56,2023-08-01 22:41:55
1955,Candice,Davidson,zdaniels@example.org,377-721-0872x74105,1975-08-27,female,2023-11-19 20:48:26,organic,True,active,English,2023-11-19 20:48:26,2025-06-17 12:58:26,2024-11-11 14:26:38
1956,Jordan,Hood,brooksmatthew@example.net,995-552-9643x5221,2007-12-18,male,2025-03-03 09:11:29,organic,True,active,English,2025-03-03 09:11:29,2025-04-22 04:14:29,2025-06-30 00:31:20
1957,Paula,Mendoza,ashleybrown@example.org,5296172651,1977-02-24,female,2023-11-10 19:08:58,email,True,active,English,2023-11-10 19:08:58,2024-03-02 21:30:20,2023-12-06 05:40:41
1958,George,Henry,huertajohn@example.com,(262)253-0302x413,1964-05-01,male,2025-05-24 00:27:09,paid_ads,True,active,English,2025-05-24 00:27:09,2025-06-15 11:02:16,2025-06-14 23:38:09
1959,Diane,Turner,jackson43@example.com,+1-878-205-5922x7702,1995-03-23,female,2023-01-06 07:39:05,paid_ads,True,active,English,2023-01-06 07:39:05,2024-04-25 07:47:45,2025-05-30 11:21:24
1960,Marcus,Santos,wdominguez@example.com,+1-896-941-1350x7649,1964-06-30,male,2024-06-07 12:46:42,email,False,active,English,2024-06-07 12:46:42,2024-10-15 22:31:24,2025-05-20 21:41:57
1961,Colton,Cunningham,doughertyscott@example.org,+1-947-250-5220x112,2004-10-01,male,2024-06-12 18:40:49,paid_ads,True,inactive,English,2024-06-12 18:40:49,2025-01-17 18:41:35,2024-10-01 09:00:16
1962,Jaclyn,Hudson,joerobbins@example.org,881.843.3161,1999-02-19,female,2025-09-16 20:41:37,referral,True,inactive,English,2025-09-16 20:41:37,2025-09-24 09:42:19,2025-09-24 22:14:05
1963,Megan,Pruitt,cperkins@example.com,719-989-5111,1948-07-02,female,2024-01-16 11:05:01,organic,False,active,English,2024-01-16 11:05:01,2025-03-14 21:27:56,2025-01-02 19:47:16
1964,Lauren,Mcintyre,pwilson@example.com,660.826.4236x24588,1966-02-20,female,2023-10-03 13:32:24,paid_ads,False,active,English,2023-10-03 13:32:24,2025-04-30 22:26:48,2024-12-27 15:39:47
1965,Jill,Burnett,fholland@example.com,6806571178,1947-11-27,female,2023-08-12 17:03:46,paid_ads,False,active,English,2023-08-12 17:03:46,2024-03-16 11:44:29,2023-09-19 20:01:11
1966,Nicholas,Bryan,george43@example.com,+1-336-366-0448x671,1980-01-24,male,2023-05-26 11:55:52,paid_ads,False,active,English,2023-05-26 11:55:52,2025-02-16 22:22:45,2023-09-08 21:35:42
1967,Patrick,Love,kennethgriffin@example.com,001-567-384-5273,1950-07-24,male,2023-06-15 03:27:39,referral,True,active,English,2023-06-15 03:27:39,2025-08-25 11:26:56,2025-08-30 21:21:29
1968,Jennifer,Murphy,david35@example.com,+1-655-779-7079x0770,2003-02-10,female,2024-02-01 09:03:06,paid_ads,False,active,English,2024-02-01 09:03:06,2024-10-20 10:27:51,2024-07-13 20:32:49
1969,Benjamin,Gonzalez,damon72@example.com,001-421-629-8567,2007-01-11,male,2022-10-26 13:03:37,paid_ads,True,inactive,English,2022-10-26 13:03:37,2023-01-15 17:41:05,2024-05-18 05:41:30
1970,Richard,Herman,markmassey@example.com,648.456.5264x2437,1979-05-23,male,2024-03-10 02:21:23,organic,True,inactive,English,2024-03-10 02:21:23,2025-04-06 13:34:12,2024-06-23 03:31:55
1971,Alexander,Martinez,charles64@example.net,(207)826-5201x4876,2000-10-30,male,2023-05-23 01:11:03,email,False,active,English,2023-05-23 01:11:03,2025-04-23 07:11:26,2024-05-17 06:01:21
1972,Jacqueline,Brown,vickiemccann@example.net,001-856-793-2050,1968-06-19,female,2023-06-17 09:19:16,organic,False,active,English,2023-06-17 09:19:16,2023-08-21 03:07:47,2025-02-23 01:06:01
1973,James,Fuller,rose84@example.com,+1-852-936-4941x1002,1947-12-14,male,2025-02-24 19:02:24,organic,True,active,English,2025-02-24 19:02:24,2025-07-31 15:45:57,2025-03-10 00:47:31
1974,Travis,Jenkins,sonyadavis@example.com,875-219-6792,1980-04-25,male,2022-12-25 18:26:28,organic,False,active,English,2022-12-25 18:26:28,2024-06-01 18:46:34,2025-03-17 05:41:48
1975,Cynthia,Avery,josephthompson@example.org,604.731.0772x2287,1976-06-16,female,2024-03-28 07:09:08,organic,True,active,English,2024-03-28 07:09:08,2025-04-25 20:00:34,2025-06-11 05:49:23
1976,John,Carter,fjohnson@example.com,001-278-773-8801x113,1998-03-16,male,2024-06-08 15:20:08,social,True,active,English,2024-06-08 15:20:08,2024-10-20 07:57:50,2025-09-02 13:17:21
1977,Kendra,Diaz,earlowens@example.com,6448806324,1998-02-28,female,2023-08-14 20:32:31,organic,True,active,English,2023-08-14 20:32:31,2024-10-14 04:33:48,2024-02-25 07:20:15
1978,Diana,Rodriguez,robertfoster@example.net,(454)327-9339x970,1974-06-09,female,2022-11-18 17:53:22,paid_ads,True,active,English,2022-11-18 17:53:22,2024-02-24 09:58:14,2025-09-25 01:55:09
1979,Patrick,Salazar,collinselizabeth@example.org,2296654419,2000-05-27,male,2023-01-24 03:56:43,referral,True,active,English,2023-01-24 03:56:43,2023-11-28 09:10:12,2025-02-22 05:41:11
1980,Carol,Keller,cmiddleton@example.com,8356623724,1999-06-30,female,2022-11-16 09:06:53,paid_ads,False,active,English,2022-11-16 09:06:53,2024-04-05 00:32:45,2024-07-25 10:40:19
1981,Joshua,Merritt,monica19@example.net,3653632267,1985-01-04,male,2023-12-26 19:21:41,organic,False,active,English,2023-12-26 19:21:41,2024-02-24 13:33:31,2025-09-19 05:39:13
1982,Gabrielle,White,erinwhite@example.net,769-542-2292,1990-07-10,female,2024-11-24 03:15:40,paid_ads,True,active,English,2024-11-24 03:15:40,2025-06-24 06:58:10,2025-03-04 00:58:40
1983,Jeremy,Gibbs,ylevy@example.org,265.972.2458x8366,1999-01-28,male,2025-01-30 08:48:46,organic,False,active,English,2025-01-30 08:48:46,2025-09-14 16:16:03,2025-09-04 16:54:20
1984,Yolanda,Campbell,jessicalang@example.com,236.915.9266x86680,2000-03-24,female,2023-09-25 19:59:31,referral,True,active,English,2023-09-25 19:59:31,2024-12-26 04:47:23,2024-07-08 14:45:16
1985,David,Johnson,lisawashington@example.com,4932604709,1988-06-10,male,2024-02-29 17:36:22,paid_ads,True,active,English,2024-02-29 17:36:22,2024-08-30 03:45:33,2024-08-20 06:08:46
1986,Dennis,Fleming,lindaroberts@example.org,493.992.2689x4954,2004-06-24,male,2023-02-08 01:43:16,organic,False,active,English,2023-02-08 01:43:16,2024-11-16 05:14:21,2023-08-22 17:54:54
1987,Monica,Hodges,gsimon@example.org,(340)872-8195,1961-08-26,female,2023-10-13 15:55:11,organic,False,active,English,2023-10-13 15:55:11,2023-12-11 03:43:19,2025-03-13 00:34:04
1988,Kevin,Hunter,greeneanna@example.org,409-433-6272x445,1997-07-14,male,2022-11-04 11:19:58,organic,True,active,English,2022-11-04 11:19:58,2024-11-25 04:34:51,2024-05-15 18:28:19
1989,Chad,Freeman,hannahpage@example.com,(222)315-5325,1948-08-22,male,2023-11-02 06:12:02,organic,True,inactive,English,2023-11-02 06:12:02,2024-09-02 00:09:46,2025-02-24 15:51:51
1990,Cody,Russo,gking@example.org,001-365-516-0862x495,1992-12-01,male,2025-03-12 13:10:43,organic,True,active,English,2025-03-12 13:10:43,2025-05-28 22:44:21,2025-08-24 16:37:52
1991,Tiffany,Clements,jmorris@example.net,001-566-447-1181,2007-06-15,female,2022-10-03 03:46:20,organic,True,active,English,2022-10-03 03:46:20,2025-07-21 21:01:28,2022-10-09 02:08:49
1992,Cheryl,Berry,medinateresa@example.com,(706)736-9851x676,1988-06-25,female,2023-05-24 18:43:39,referral,True,active,English,2023-05-24 18:43:39,2023-09-18 15:25:16,2025-01-02 16:19:05
1993,Lauren,Sullivan,devingray@example.com,001-595-614-3704,1996-11-16,female,2024-06-27 15:51:24,referral,True,active,English,2024-06-27 15:51:24,2024-10-26 02:43:20,2025-02-13 03:49:26
1994,Samuel,Moore,davidmcdonald@example.com,001-542-322-1242x197,1971-08-24,male,2023-03-05 20:17:50,paid_ads,True,active,English,2023-03-05 20:17:50,2025-08-17 03:47:46,2023-04-18 17:44:19
1995,David,Harris,cmurphy@example.net,(595)583-8508,1979-12-23,male,2023-09-22 05:17:51,social,True,active,English,2023-09-22 05:17:51,2024-01-30 22:28:49,2024-09-24 08:27:45
1996,Elizabeth,Clark,christopher35@example.net,(934)331-7191x63354,1972-02-09,female,2022-11-02 19:49:40,paid_ads,True,active,English,2022-11-02 19:49:40,2024-05-12 18:26:23,2023-12-12 10:47:59
1997,David,Fowler,mariorodriguez@example.com,+1-692-720-6829,1995-12-03,male,2023-08-19 23:32:19,paid_ads,True,active,English,2023-08-19 23:32:19,2025-04-10 23:54:00,2024-10-20 23:58:11
1998,Christopher,Hunt,michael18@example.com,001-519-381-6254,1945-09-25,male,2022-11-29 11:34:08,organic,True,active,English,2022-11-29 11:34:08,2024-03-13 07:15:15,2024-04-13 01:39:38
1999,George,Gonzalez,orodriguez@example.com,946.216.1605x433,1986-04-07,male,2024-07-06 15:01:35,social,True,active,English,2024-07-06 15:01:35,2025-07-17 15:18:01,2025-01-06 15:38:41
2000,Angela,Jimenez,timothy69@example.com,812.917.8940,1977-05-29,female,2024-09-24 10:59:44,organic,True,active,English,2024-09-24 10:59:44,2024-11-17 23:52:04,2025-05-13 04:13:57
2001,Victoria,Dickerson,christopher62@example.net,819.616.7875,2003-06-15,female,2024-08-19 05:43:18,social,True,inactive,English,2024-08-19 05:43:18,2025-09-04 22:04:05,2025-03-08 00:16:20
2002,Lisa,Thomas,melvin17@example.com,904-461-6143x84039,1986-01-06,female,2023-03-26 17:08:36,paid_ads,False,active,English,2023-03-26 17:08:36,2024-11-03 21:44:29,2025-04-05 08:17:23
2003,Haley,Barnes,perkinschristopher@example.org,(409)456-3603x855,2006-05-11,female,2023-12-06 23:27:56,social,True,inactive,English,2023-12-06 23:27:56,2024-05-02 10:08:19,2024-03-05 23:44:23
2004,Luke,Frey,thunt@example.org,(785)899-1977x638,1988-03-22,male,2023-05-14 17:20:29,organic,True,active,English,2023-05-14 17:20:29,2023-12-30 16:17:24,2023-12-20 22:30:27
2005,Michael,Nelson,mschwartz@example.com,(728)771-1716x5359,1975-05-10,male,2025-06-27 05:55:19,paid_ads,False,active,English,2025-06-27 05:55:19,2025-07-16 04:56:19,2025-08-25 00:49:39
2006,Renee,Coleman,wayne29@example.com,+1-763-709-9728,1987-04-15,female,2024-04-21 14:52:02,email,True,active,English,2024-04-21 14:52:02,2025-08-22 07:15:15,2024-11-22 13:11:58
2007,Lauren,Haynes,rita14@example.net,001-814-421-5440x967,1957-02-17,female,2024-08-19 19:30:07,organic,True,active,English,2024-08-19 19:30:07,2025-04-18 14:12:52,2024-12-08 13:51:32
2008,Johnny,Johnson,frymitchell@example.net,+1-977-703-5476x6307,1988-08-01,male,2024-04-08 07:14:25,paid_ads,True,inactive,English,2024-04-08 07:14:25,2024-06-07 01:06:01,2025-09-08 10:54:51
2009,Lauren,Foster,katie19@example.com,6723346150,2007-09-08,female,2022-09-26 15:32:31,organic,True,active,English,2022-09-26 15:32:31,2023-01-01 19:21:51,2024-11-09 20:31:37
2010,Brittany,Hernandez,matthewsmackenzie@example.org,001-939-400-2950x114,1994-01-20,female,2024-12-01 10:15:34,referral,True,active,English,2024-12-01 10:15:34,2025-07-29 00:11:22,2025-07-11 15:27:23
2011,Yvonne,Morris,timothylopez@example.net,6496757456,1955-01-22,female,2024-03-18 15:36:58,organic,True,active,English,2024-03-18 15:36:58,2024-07-02 14:20:48,2025-01-09 11:53:13
2012,Daniel,Harding,nicole65@example.org,001-603-348-3082,1977-04-01,male,2023-07-26 18:03:00,email,False,active,English,2023-07-26 18:03:00,2024-06-14 13:45:48,2023-09-28 15:57:25
2013,Robert,Sullivan,doris49@example.org,559.634.1773,1982-02-15,male,2024-07-12 20:30:07,paid_ads,True,active,English,2024-07-12 20:30:07,2025-01-10 09:24:21,2024-08-14 20:14:15
2014,Sandra,Moon,paynelisa@example.org,+1-882-916-0639x2318,1947-10-22,female,2025-09-22 20:14:39,email,True,active,English,2025-09-22 20:14:39,2025-09-24 18:27:59,2025-09-24 20:43:35
2015,Michael,Stanley,stephensstacy@example.org,(438)783-6970,2002-07-22,male,2023-03-21 05:33:06,paid_ads,False,active,English,2023-03-21 05:33:06,2025-02-16 20:45:12,2024-07-24 20:11:08
